=== MLLL vs HNF Intermediate Bit Size Benchmark ===
Level: 3, Norm bitsize: 193, Iterations: 500
GRAM prealloc (Phase 2 candidate B): OFF
GRAM fp       (Phase 2 candidate C): ON

Generating 500 random ideal lattice pairs (bitsize=193)...
Mode: alg2
  Set 1: 1968.66 ms
  Set 2: 1970.06 ms
Generation done.

T    |   Inp |  HNFint | MLLLtot   MLLLv   MLLLg |  GRMtot    GRMv    GRMg |  HNFms MLLLms  GRMms
260  |   194 |    3274 |    5372     386    5372 |     771     386     771 |    0.1   12.1    2.6
261  |   194 |    3291 |    5381     386    5381 |     772     386     772 |    0.1   12.9    2.8
262  |   194 |    3285 |    5368     385    5368 |     771     385     771 |    0.1   13.0    2.8
263  |   194 |    3279 |    5363     386    5363 |     771     386     771 |    0.1   12.2    2.7
264  |   194 |    3271 |    5369     385    5369 |     771     385     771 |    0.1   12.5    2.8
265  |   194 |    3253 |    5349     384    5349 |     769     384     769 |    0.1   12.1    2.7
266  |   194 |    3275 |    5380     385    5380 |     770     385     770 |    0.1   13.0    2.7
267  |   192 |    2873 |    5320     386    5320 |     772     386     772 |    0.1    9.3    2.3
268  |   194 |    3280 |    5372     385    5372 |     770     385     770 |    0.1   12.8    2.7
269  |   192 |    3249 |    4592     383    4592 |     766     383     766 |    0.1    9.3    2.4
270  |   194 |    2688 |    5370     385    5370 |     771     385     771 |    0.1   12.6    2.7
271  |   194 |    3279 |    5355     385    5355 |     770     385     770 |    0.1   12.2    2.7
272  |   193 |    3248 |    5338     383    5338 |     767     383     767 |    0.1   12.3    2.7
273  |   193 |    3253 |    4600     384    4600 |     767     384     767 |    0.1    9.7    2.5
274  |   194 |    3281 |    5372     385    5372 |     771     385     771 |    0.2   12.7    2.7
275  |   193 |    3264 |    5362     384    5362 |     768     384     768 |    0.1   13.0    2.8
276  |   193 |    3260 |    5351     384    5351 |     770     385     770 |    0.1   12.0    2.6
277  |   194 |    3281 |    5374     385    5374 |     771     385     771 |    0.1   12.3    2.7
278  |   194 |    3287 |    5382     386    5382 |     772     386     772 |    0.1   13.5    2.9
279  |   194 |    3258 |    5366     384    5366 |     769     384     769 |    0.1   12.0    2.6
280  |   194 |    3277 |    5365     385    5365 |     770     385     770 |    0.1   12.1    2.7
